initialCost;totalEstFee
0.00;360.04
6925.00;140.30
135300.00;810.05
25000.00;471.00
12220.00;347.40
0.00;192.84
10000.00;316.50
76800.00;976.60
67000.00;903.60
40000.00;625.50
0.00;195.36
0.00;170.00
0.00;192.84
0.00;192.84
4800.00;130.00
40000.00;470.25
0.00;100.00
4000.00;245.00
0.00;160.00
221352.00;2500.10
79200.00;1037.50
40000.00;625.50
16500.00;388.60
40000.00;625.50
0.00;4757.06
0.00;192.84
20000.00;475.29
1000.00;130.00
0.00;800.00
0.00;160.00
0.00;200.00
7000.00;285.60
111470.00;681.05
4500.00;265.00
0.00;100.00
40000.00;625.50
330000.00;3612.50
15000.00;368.00
158700.00;1851.20
0.00;195.96
10000.00;155.75
0.00;192.84
10000.00;316.50
0.00;195.96
3000.00;225.00
1500.00;225.00
34000.00;563.70
25000.00;601.00
80000.00;676.25
670000.00;7114.50
0.00;200.00
39000.00;615.20
48500.00;718.20
99500.00;1243.50
30000.00;258.75
74000.00;975.70
3500.00;245.00
25000.00;471.00
0.00;160.00
50000.00;728.50
32000.00;543.10
137520.00;1634.90
4500.00;265.00
48400.00;718.20
4000.00;245.00
2.00;225.00
308000.00;3385.90
36200.00;594.60
20000.00;549.50
39100.00;625.50
330240.00;3622.80
60000.00;831.50
17000.00;388.60
803000.00;8484.40
0.00;250.00
20470.00;429.80
0.00;195.96
0.00;220.00
0.00;160.00
150000.00;1758.50
37000.00;594.60
2000.00;225.00
13000.00;347.40
0.00;420.00
0.00;160.00
0.00;0.00
0.00;0.00
10000.00;316.50
0.00;160.00
78000.00;1016.90
125000.00;1501.00
19350.00;419.50
8500.00;150.60
204500.00;2325.00
1.00;170.00
124600.00;1501.00
100000.00;1243.50
0.00;196.56
20000.00;419.50
0.00;100.00
3500.00;215.00
0.00;1106.40
1200000.00;12573.50
3481000.00;36067.80
80000.00;1037.50
34500.00;574.00
25000.00;233.00
135000.00;1604.00
0.00;160.00
0.00;873.68
259788.00;1443.25
22125.00;610.40
31250.00;543.10
7800.00;295.90
5000.00;265.00
50000.00;728.50
20000.00;419.50
0.00;0.00
15000.00;181.50
3000.00;225.00
150000.00;1758.50
0.00;0.00
38300.00;670.20
100000.00;1243.50
45000.00;677.00
1478000.00;15436.90
0.00;170.00
7500.00;295.90
501000.00;5373.80
0.00;262.00
54500.00;559.02
69000.00;924.20
64000.00;872.70
0.00;160.00
1637780.00;17084.90
58125.00;821.20
0.00;192.84
90000.00;727.75
20000.00;419.50
0.00;160.00
9900.00;286.50
3400.00;245.00
79000.00;1027.20
100000.00;1243.50
10000.00;371.50
15305.00;378.30
43250.00;666.70
804000.00;8549.70
190032.00;2180.80
0.00;200.00
34000.00;563.70
455000.00;4900.00
63000.00;862.40
0.00;230.00
293486.00;3401.70
35000.00;574.00
15000.00;368.00
83000.00;1068.40
190000.00;2170.50
49000.00;878.20
146000.00;1717.30
0.00;170.00
0.00;372.16
65000.00;883.00
7860.00;295.90
38000.00;604.90
4000.00;245.00
610100.00;6506.80
3000.00;225.00
138000.00;1634.90
15000.00;181.50
35000.00;574.00
5000.00;265.00
15000.00;368.00
3000.00;225.00
7500.00;295.90
120000.00;1449.50
0.00;0.00
413000.00;4467.40
99000.00;1233.20
25000.00;471.00
10000.00;316.50
0.00;192.84
80000.00;1037.50
0.00;190.00
2800000.00;29053.50
0.00;100.00
79000.00;1027.20
26000.00;481.30
45000.00;677.00
10000.00;286.50
137500.00;1634.90
48000.00;707.90
66000.00;893.30
197000.00;2402.60
0.00;196.56
0.00;280.00
34000.00;563.70
34000.00;563.70
10000.00;316.50
0.00;220.00
177092.00;2046.90
24849.00;471.00
10000.00;316.50
80000.00;1037.50
8000.00;295.90
13540.00;357.70
453500.00;6020.96
12500.00;171.20
85000.00;1219.00
250000.00;2788.50
32000.00;543.10
260000.00;2891.50
72000.00;955.10
421601.00;4560.10
6600.00;255.60
59090.00;831.50
15500.00;186.65
30000.00;577.50
1000.00;280.00
11349.00;307.10
7500.00;295.90
0.00;100.00
0.00;286.00
349000.00;3808.20
0.00;0.00
12000.00;337.10
26000.00;481.30
0.00;192.84
310000.00;3406.50
36000.00;584.30
160000.00;1861.50
70000.00;934.50
258085.00;2881.20
20000.00;419.50
230720.00;2592.80
0.00;260.00
443000.00;4776.40
0.00;170.00
6000.00;275.30
44550.00;677.00
120000.00;1449.50
0.00;200.00
100.00;280.00
60000.00;573.25
0.00;160.00
123940.00;1490.70
70000.00;934.50
21800.00;600.10
615000.00;6548.00
322276.00;3540.40
58000.00;810.90
72700.00;965.40
132000.00;1573.10
196000.00;2232.30
500000.00;5363.50
107000.00;1315.60
22000.00;478.84
841000.00;8875.80
0.00;192.84
0.00;160.00
157500.00;1502.11
250000.00;2788.50
0.00;290.00
111250.00;1367.10
0.00;160.00
0.00;180.00
284790.00;3149.00
27300.00;501.90
170000.00;1964.50
0.00;250.00
0.00;0.00
88000.00;1119.90
0.00;190.00
20000.00;579.50
370000.00;4024.50
85000.00;1089.00
0.00;0.00
7500.00;295.90
10000.00;316.50
100.00;170.00
276000.00;3056.30
164000.00;1902.70
0.00;160.00
6000.00;275.30
641000.00;6815.80
200000.00;2273.50
0.00;801.44
19000.00;242.10
760000.00;8041.50
80000.00;1037.50
900000.00;4959.25
368600.00;2450.12
0.00;6648.00
63850.00;872.70
303250.00;3344.70
0.00;100241.28
32131276.00;331228.10
0.00;695.12
0.00;695.12
0.00;1226.00
0.00;1995.86
0.00;2140.42
118000.00;1428.90
30000.00;418.75
30000.00;418.75
15000.00;368.00
15000.00;368.00
0.00;160.00
15000.00;368.00
30000.00;258.75
3000.00;225.00
64600.00;883.00
0.00;290.00
100.00;280.00
0.00;196.56
92000.00;1161.10
0.00;160.00
100.00;225.00
0.00;360.04
0.00;380.80
0.00;210.00
68000.00;913.90
14200.00;368.00
0.00;210.00
0.00;0.00
0.00;270.00
0.00;160.00
294832.00;3252.00
15800.00;233.85
10000.00;316.50
17940.00;398.90
42000.00;806.10
68000.00;913.90
0.00;160.00
0.00;280.00
125000.00;1661.00
0.00;200.00
0.00;0.00
30000.00;522.50
15000.00;368.00
0.00;196.56
7600.00;265.90
303750.00;3344.70
0.00;200.00
0.00;200.00
0.00;0.00
0.00;160.00
20000.00;419.50
120880.00;1459.80
52797.00;759.40
0.00;200.00
284000.00;3138.70
0.00;160.00
64000.00;872.70
243164.00;2726.70
573000.00;6115.40
1070000.00;11234.50
0.00;200.00
50000.00;728.50
19000.00;202.10
0.00;170.00
60000.00;831.50
52500.00;759.40
1442777.00;15076.40
0.00;160.00
400000.00;5713.50
0.00;0.00
0.00;250.00
130665.00;1722.80
20000.00;419.50
5000.00;265.00
0.00;200.00
0.00;200.00
60000.00;831.50
0.00;195.96
340000.00;3715.50
0.00;9519.64
0.00;160.00
0.00;160.00
192900.00;2201.40
15000.00;181.50
0.00;192.84
0.00;520.04
5000.00;130.00
0.00;160.00
120000.00;1449.50
0.00;192.84
0.00;0.00
0.00;192.84
25000.00;631.00
3000.00;225.00
107319.00;660.45
0.00;192.84
25000.00;471.00
0.00;196.56
0.00;170.00
162000.00;1882.10
10000.00;316.50
0.00;516.80
0.00;160.00
8000.00;295.90
75000.00;986.00
120000.00;722.25
130500.00;1562.80
117040.00;711.95
1795.00;225.00
1795.00;225.00
6000.00;275.30
6093207.00;62981.70
22000.00;217.55
0.00;196.56
138000.00;1634.90
0.00;192.84
0.00;192.84
0.00;196.56
0.00;695.12
0.00;356.80
333000.00;3643.40
44080.00;508.84
0.00;420.00
391426.00;4251.10
1662700.00;17342.40
0.00;192.84
0.00;192.84
34200.00;574.00
150000.00;1728.50
0.00;160.00
0.00;170.00
518042.00;5559.20
35000.00;284.50
0.00;170.00
0.00;1976.00
0.00;192.84
0.00;196.56
0.00;192.84
40000.00;625.50
0.00;1320.00
44000.00;666.70
15000.00;528.00
0.00;196.56
5000.00;265.00
0.00;192.84
162000.00;1882.10
118000.00;1428.90
0.00;196.56
0.00;190.00
0.00;195.96
0.00;0.00
2000.00;195.00
180000.00;2067.50
24000.00;460.70
850.00;225.00
2000.00;225.00
0.00;192.84
135725.00;804.65
504031.00;5415.00
0.00;200.00
19355.00;207.25
114000.00;1387.70
15000.00;528.00
1795.00;225.00
0.00;196.56
84375.00;1249.00
12000.00;337.10
0.00;1240.00
0.00;420.00
0.00;0.00
0.00;100.00
4000.00;245.00
0.00;100.00
0.00;230.00
25000.00;471.00
25000.00;233.00
0.00;528.00
138000.00;1634.90
50500.00;738.80
51345.00;749.10
100000.00;939.25
120000.00;1449.50
43000.00;656.40
175000.00;2071.00
0.00;170.00
130000.00;1552.50
25000.00;471.00
295195.00;3262.30
62500.00;862.40
0.00;771.08
0.00;192.84
10000.00;316.50
0.00;160.00
39000.00;615.20
15600.00;378.30
63010.00;433.85
20000.00;553.77
72000.00;955.10
0.00;0.00
200000.00;2273.50
35910.00;584.30
11795.00;337.10
50000.00;361.75
30500.00;532.80
24250.00;471.00
41000.00;635.80
138000.00;1634.90
150000.00;1813.50
7500.00;295.90
224000.00;2520.70
0.00;160.00
103587.00;1284.70
92880.00;1171.40
125125.00;1511.30
0.00;160.00
30000.00;522.50
530000.00;5672.50
8388.00;276.20
0.00;220.00
7500.00;295.90
0.00;192.84
100000.00;654.53
250750.00;2798.80
0.00;3973.16
154600.00;1810.00
25000.00;471.00
0.00;100.00
5000.00;265.00
45000.00;677.00
100000.00;1243.50
83265.00;696.85
50000.00;728.50
139350.00;1710.50
0.00;170.00
900.00;225.00
0.00;250.00
25900.00;451.30
25400.00;451.30
117000.00;1418.60
36550.00;294.80
334700.00;1869.50
490000.00;5390.50
128650.00;1542.20
2480.00;195.00
0.00;196.56
1000.00;280.00
10000.00;286.50
10000.00;316.50
218000.00;1226.95
0.00;160.00
2109500.00;21946.50
15000.00;368.00
7500.00;265.90
1000.00;225.00
11250.00;337.10
15000.00;368.00
40000.00;625.50
10000.00;316.50
100.00;130.00
4200.00;235.00
140000.00;1655.50
13500.00;176.35
30000.00;522.50
54600.00;427.50
0.00;160.00
0.00;190.00
0.00;160.00
0.00;195.96
1000.00;225.00
14000.00;357.70
20000.00;389.50
0.00;195.96
264600.00;2943.00
25000.00;471.00
25000.00;441.00
15000.00;368.00
5000.00;265.00
0.00;160.00
0.00;280.00
0.00;160.00
0.00;280.00
1000.00;225.00
1000.00;225.00
10000.00;286.50
22500.00;420.40
6000.00;275.30
2270000.00;23594.50
3000.00;225.00
82050.00;1068.40
0.00;180.00
570000.00;6084.50
85000.00;1089.00
0.00;192.84
0.00;724.76
172000.00;1985.10
830000.00;8762.50
0.00;160.00
27300.00;248.45
3000.00;130.00
1000.00;225.00
197000.00;2242.60
150000.00;1758.50
0.00;160.00
29400.00;522.50
20150.00;212.40
20000.00;419.50
0.00;160.00
0.00;192.84
130000.00;1552.50
0.00;420.00
0.00;5945.56
0.00;100.00
0.00;195.96
0.00;195.96
11000.00;326.80
150000.00;1918.50
41375.00;320.55
40000.00;625.50
117000.00;1418.60
175200.00;2026.30
1000.00;225.00
138000.00;1634.90
300000.00;3303.50
16000.00;378.30
0.00;192.84
0.00;359.44
13000.00;347.40
0.00;192.84
0.00;196.56
0.00;192.84
0.00;192.84
0.00;160.00
20000.00;629.50
10000.00;316.50
177000.00;2036.60
250000.00;2788.50
1000.00;225.00
0.00;0.00
300000.00;3303.50
30000.00;522.50
0.00;195.96
75000.00;986.00
3000.00;225.00
0.00;160.00
0.00;160.00
0.00;170.00
15000.00;368.00
0.00;192.84
84000.00;1078.70
15000.00;368.00
0.00;190.00
30000.00;522.50
170000.00;1964.50
0.00;2617.00
50000.00;728.50
18000.00;398.90
7000.00;140.30
148000.00;1737.90
0.00;270.00
22000.00;440.10
0.00;160.00
10000.00;316.50
0.00;192.84
0.00;100.00
0.00;195.96
104832.00;1350.00
2500.00;225.00
1000.00;225.00
34200.00;574.00
74435.00;530.50
21500.00;440.10
0.00;1368.80
0.00;1000.00
0.00;160.00
0.00;0.00
204258.00;2325.00
133400.00;1723.70
250000.00;2843.50
100.00;225.00
0.00;196.56
13000.00;171.20
25000.00;471.00
75325.00;996.30
270000.00;2994.50
19200.00;579.50
157000.00;1830.60
1200000.00;16826.82
4500.00;265.00
125000.00;1066.32
278800.00;3142.20
2940000.00;30495.50
0.00;195.96
12000.00;307.10
0.00;516.80
0.00;196.56
143500.00;1696.70
95000.00;1192.00
150000.00;1758.50
0.00;100.00
157000.00;1830.60
0.00;192.84
0.00;192.84
84000.00;1078.70
11700.00;337.10
1795.00;225.00
1845.00;225.00
1845.00;225.00
73450.00;485.35
0.00;707.72
951806.00;10019.10
193560.00;1103.35
13500.00;176.35
0.00;0.00
950596.00;10008.80
81900.00;1058.10
24000.00;460.70
62000.00;1012.10
0.00;722.72
3000.00;195.00
0.00;202.00
15000.00;368.00
2800.00;225.00
75000.00;986.00
70000.00;934.50
80000.00;1037.50
0.00;5767.32
1000.00;280.00
30000.00;492.50
30000.00;492.50
0.00;190.00
55100.00;790.30
0.00;195.00
21515.00;440.10
0.00;784.00
78400.00;1027.20
575000.00;6136.00
81250.00;1058.10
55000.00;780.00
78187.00;1027.20
0.00;0.00
85000.00;1089.00
32000.00;543.10
500000.00;5363.50
7500.00;265.90
0.00;160.00
1000.00;195.00
20000.00;419.50
0.00;190.00
20000.00;276.41
20600.00;429.80
31780.00;543.10
7200.00;265.90
29000.00;512.20
15000.00;368.00
2000.00;225.00
0.00;160.00
0.00;160.00
25000.00;471.00
0.00;310.00
25000.00;471.00
70000.00;934.50
26500.00;491.60
0.00;160.00
75000.00;650.50
0.00;2617.00
30000.00;522.50
1200.00;195.00
50000.00;698.50
50000.00;698.50
17000.00;388.60
0.00;310.00
0.00;238.00
10000.00;316.50
20000.00;367.25
10000.00;316.50
0.00;802.96
17040.00;398.90
34100.00;544.00
0.00;160.00
100.00;225.00
63000.00;1022.40
0.00;200.00
0.00;200.00
125000.00;1501.00
300000.00;3303.50
72000.00;955.10
1800000.00;18753.50
73000.00;965.40
0.00;160.00
35000.00;574.00
0.00;160.00
85500.00;1099.30
2028188.00;21272.20
117600.00;871.95
0.00;200.00
6500.00;445.60
20000.00;549.50
25000.00;471.00
24250.00;471.00
33500.00;563.70
14000.00;176.35
0.00;160.00
150000.00;1758.50
73000.00;965.40
0.00;170.00
10500.00;326.80
0.00;160.00
0.00;713.96
180000.00;2067.50
0.00;0.00
0.00;160.00
0.00;160.00
332000.00;1814.05
453000.00;4879.40
16875.00;548.60
110000.00;1346.50
1845.00;225.00
15000.00;528.00
13000.00;347.40
28000.00;501.90
58000.00;810.90
110360.00;1356.80
10000.00;316.50
30000.00;492.50
20000.00;419.50
9000.00;150.60
0.00;8051.52
18000.00;398.90
15000.00;181.50
0.00;190.00
25000.00;471.00
150000.00;1758.50
8000.00;295.90
1920546.00;10037.40
0.00;1168.80
0.00;260.00
547000.00;5847.60
30000.00;258.75
3000.00;225.00
100000.00;1243.50
2000.00;225.00
0.00;180.00
68000.00;913.90
100.00;225.00
636012.00;3837.36
137068.00;1634.90
1000.00;225.00
0.00;160.00
39850.00;625.50
297700.00;3282.90
92000.00;578.05
26140.00;491.60
162375.00;1892.40
0.00;745.16
0.00;360.04
0.00;192.84
63000.00;862.40
10500.00;160.90
10000.00;316.50
81000.00;1047.80
297222.00;3282.90
110000.00;1346.50
0.00;170.00
16500.00;388.60
107250.00;1325.90
400000.00;4333.50
0.00;160.00
29550.00;522.50
4000.00;245.00
21000.00;429.80
128000.00;1531.90
0.00;250.00
0.00;0.00
2500000.00;25963.50
60000.00;996.50
0.00;160.00
67000.00;903.60
50000.00;698.50
157500.00;917.95
50000.00;361.75
0.00;7528.00
0.00;170.00
50000.00;728.50
0.00;17728.98
78000.00;1016.90
0.00;160.00
667253.00;7093.90
0.00;160.00
30000.00;522.50
130000.00;1552.50
104850.00;1295.00
2125000.00;22156.00
65000.00;883.00
0.00;200.00
0.00;160.00
0.00;160.00
60000.00;831.50
206375.00;2345.60
0.00;420.00
6000.00;135.15
200000.00;2433.50
0.00;160.00
0.00;160.00
15000.00;368.00
133500.00;1593.70
7000.00;285.60
50000.00;728.50
0.00;480.00
1000.00;225.00
4715.00;235.00
36000.00;584.30
65500.00;893.30
8420.00;306.20
1000.00;280.00
75000.00;986.00
213000.00;2407.40
0.00;200.00
32000.00;543.10
99755.00;1243.50
132125.00;1583.40
0.00;250.00
55000.00;387.50
48900.00;718.20
750000.00;7938.50
52000.00;749.10
0.00;200.00
0.00;320.00
30000.00;258.75
0.00;180.00
38000.00;604.90
60400.00;841.80
46150.00;697.60
16000.00;378.30
1000.00;225.00
73500.00;733.71
63000.00;1022.40
0.00;590.00
15000.00;368.00
0.00;683.12
41000.00;795.80
28000.00;360.09
0.00;100.00
0.00;220.00
6500.00;285.60
0.00;0.00
20000.00;207.25
50000.00;728.50
20000.00;419.50
0.00;200.00
25000.00;471.00
1000.00;225.00
13000.00;347.40
109320.00;1346.50
0.00;0.00
0.00;0.00
0.00;160.00
6000.00;275.30
0.00;160.00
0.00;0.00
25000.00;233.00
40000.00;576.49
20150.00;212.40
22000.00;440.10
2475000.00;25706.00
110000.00;1476.50
0.00;160.00
105750.00;1305.30
23700.00;227.85
0.00;210.00
34460.00;574.00
0.00;190.00
0.00;160.00
48500.00;718.20
10000.00;155.75
75000.00;986.00
119630.00;1055.21
3000.00;195.00
4000.00;245.00
78187.00;1027.20
23000.00;450.40
1795.00;225.00
18000.00;398.90
38000.00;604.90
11000.00;326.80
40000.00;625.50
104000.00;1284.70
8730680.00;90142.80
80000.00;516.25
35500.00;584.30
25000.00;471.00
0.00;192.84
10240.00;200.90
235800.00;2644.30
740000.00;7835.50
0.00;0.00
0.00;260.00
100.00;195.00
1845.00;225.00
5420.00;135.15
525000.00;5621.00
400000.00;4333.50
28560.00;512.20
44300.00;677.00
61000.00;841.80
0.00;160.00
0.00;160.00
39000.00;615.20
10000.00;316.50
50000.00;728.50
48000.00;707.90
32000.00;543.10
78000.00;986.90
450000.00;4848.50
20000.00;419.50
54000.00;382.35
310000.00;3406.50
17040.00;398.90
82485.00;1068.40
0.00;160.00
5000.00;265.00
22800.00;450.40
0.00;683.12
1000.00;225.00
0.00;0.00
138000.00;1634.90
0.00;160.00
21500.00;440.10
156395.00;1830.60
115000.00;1398.00
23044.00;460.70
16800.00;443.60
155000.00;1810.00
387500.00;4209.90
13000.00;347.40
0.00;701.32
45000.00;677.00
0.00;160.00
1.00;195.00
440000.00;4745.50
55000.00;780.00
1500.00;225.00
0.00;160.00
0.00;160.00
0.00;420.00
60000.00;831.50
84000.00;1078.70
0.00;160.00
30000.00;492.50
50000.00;728.50
1000.00;225.00
28100.00;482.20
1845.00;225.00
0.00;190.00
14490.00;368.00
5000.00;265.00
40000.00;625.50
0.00;192.84
105000.00;1295.00
0.00;192.84
1000.00;225.00
1436353.00;15014.60
23368.00;460.70
20000.00;579.50
17000.00;388.60
38100.00;615.20
9000000.00;92913.50
53000.00;759.40
1000.00;225.00
0.00;0.00
0.00;554.08
50000.00;728.50
86000.00;1099.30
0.00;420.00
50000.00;728.50
0.00;160.00
0.00;160.00
0.00;170.00
90400.00;572.90
41400.00;646.10
50000.00;728.50
274201.00;3046.00
60000.00;613.25
180000.00;1300.01
50000.00;728.50
120000.00;1449.50
0.00;180.00
60000.00;831.50
15920.00;378.30
10000.00;316.50
3000.00;395.00
15000.00;368.00
15000.00;368.00
3000.00;225.00
80850.00;1047.80
15000.00;368.00
50000.00;728.50
1000.00;225.00
65000.00;439.00
15000.00;245.02
1000.00;225.00
0.00;440.00
16500.00;388.60
50000.00;728.50
70087.00;944.80
58000.00;810.90
15000.00;368.00
35000.00;574.00
67500.00;1043.90
0.00;4544.00
343000.00;3746.40
10000.00;316.50
0.00;2696.00
0.00;420.00
45000.00;677.00
40000.00;595.50
56500.00;605.32
100000.00;1243.50
12100.00;347.40
36000.00;289.65
10000.00;155.75
0.00;658.52
0.00;435.40
32000.00;543.10
0.00;190.00
19000.00;409.20
0.00;200.00
0.00;160.00
0.00;0.00
2796.00;195.00
0.00;260.00
0.00;0.00
46000.00;847.30
0.00;200.00
40000.00;625.50
125000.00;1501.00
116000.00;1408.30
7500.00;295.90
87000.00;1079.60
45000.00;677.00
3000.00;225.00
0.00;420.00
25000.00;471.00
35000.00;574.00
73000.00;640.20
0.00;170.00
75000.00;986.00
0.00;420.00
3000.00;225.00
0.00;0.00
152000.00;1779.10
20000.00;419.50
0.00;456.00
40000.00;680.50
0.00;5822.02
0.00;310.00
0.00;320.00
11000.00;326.80
0.00;3129.20
200000.00;2433.50
122470.00;1480.40
30000.00;522.50
0.00;2730.10
7500.00;295.90
0.00;178.00
25000.00;471.00
3000.00;225.00
0.00;170.00
0.00;100.00
36945.00;294.80
1250.00;225.00
70001.00;944.80
35000.00;574.00
0.00;200.00
0.00;260.00
200000.00;2273.50
1000.00;225.00
75000.00;986.00
364200.00;2024.00
0.00;170.00
39500.00;625.50
21500.00;440.10
0.00;220.00
0.00;230.00
1500.00;225.00
78000.00;1016.90
20000.00;419.50
50000.00;728.50
62000.00;852.10
24900.00;471.00
17950.00;196.95
250000.00;1734.67
1000.00;225.00
0.00;170.00
0.00;160.00
0.00;310.00
0.00;232.00
18000.00;558.90
0.00;0.00
10000.00;316.50
65000.00;883.00
115800.00;1408.30
45000.00;677.00
0.00;640.00
450000.00;2789.39
17000.00;258.44
184850.00;2119.00
180000.00;2067.50
0.00;195.00
18000.00;398.90
1200000.00;12573.50
0.00;631.04
35000.00;574.00
108075.00;1336.20
100.00;280.00
313500.00;3447.70
97500.00;1277.90
100.00;195.00
4400.00;265.00
5000.00;265.00
67000.00;903.60
8000.00;265.90
6500.00;285.60
0.00;160.00
0.00;631.04
3000.00;225.00
5000.00;265.00
448835.00;4838.20
50000.00;728.50
0.00;1447.68
340000.00;3715.50
20000.00;419.50
5000.00;265.00
6863.00;285.60
1000.00;225.00
199140.00;2273.50
20000.00;207.25
0.00;260.00
167000.00;2093.60
13500.00;357.70
50000.00;728.50
524290.00;2968.00
88000.00;1119.90
0.00;160.00
279520.00;3257.50
213301.00;2417.70
87500.00;1119.90
0.00;607.20
35000.00;574.00
1000.00;225.00
3780.00;245.00
942820.00;9926.40
3000.00;225.00
70000.00;464.75
4500.00;265.00
6000.00;275.30
0.00;238.00
8400.00;150.60
125000.00;1501.00
12000.00;166.05
0.00;230.00
0.00;160.00
500000.00;5656.76
0.00;0.00
25000.00;471.00
1500.00;225.00
5000.00;265.00
143000.00;1686.40
0.00;0.00
25000.00;471.00
55000.00;780.00
100.00;195.00
27000.00;491.60
12000.00;166.05
0.00;100.00
40000.00;625.50
250000.00;2788.50
0.00;420.00
207700.00;2355.90
0.00;3429.24
1000.00;225.00
0.00;160.00
5000.00;265.00
70000.00;934.50
57825.00;810.90
32000.00;543.10
1000.00;130.00
67000.00;903.60
174960.00;1986.00
6000.00;275.30
10000.00;316.50
40000.00;680.50
153350.00;1799.70
9000.00;306.20
7000.00;465.60
11000.00;486.80
200000.00;2411.70
43000.00;656.40
10000.00;195.75
27000.00;491.60
0.00;0.00
4250.00;235.00
2500.00;195.00
0.00;170.00
4250.00;235.00
25000.00;471.00
25000.00;471.00
0.00;160.00
138500.00;1645.20
17000.00;191.80
0.00;160.00
7500.00;295.90
40000.00;350.25
0.00;180.00
295000.00;3252.00
15300.00;378.30
54000.00;769.70
3259175.00;33791.50
95000.00;1192.00
0.00;160.00
27000.00;491.60
25000.00;471.00
975360.00;10266.30
0.00;100.00
0.00;170.00
0.00;290.00
17750.00;398.90
0.00;340.00
27000.00;491.60
0.00;0.00
7200.00;265.90
19000.00;569.20
50000.00;728.50
0.00;100.00
3000.00;225.00
17520.00;398.90
0.00;622.80
10980.00;326.80
0.00;220.00
25000.00;471.00
142000.00;875.55
60000.00;831.50
0.00;394.00
152150.00;1789.40
10000.00;286.50
15000.00;368.00
425000.00;4591.00
0.00;210.00
0.00;330.00
0.00;160.00
0.00;160.00
168000.00;1943.90
0.00;180.00
7500.00;295.90
221800.00;2500.10
75000.00;547.18
0.00;160.00
40000.00;785.50
542879.00;3060.70
6000.00;275.30
34317.00;574.00
15000.00;338.00
850000.00;8968.50
5000.00;130.00
14200.00;368.00
17190.00;398.90
6500.00;285.60
70000.00;934.50
120000.00;1449.50
0.00;230.00
7800.00;295.90
14500.00;368.00
0.00;953.00
279000.00;1541.10
95000.00;1192.00
25000.00;471.00
0.00;260.00
43000.00;656.40
0.00;0.00
16500.00;388.60
0.00;160.00
200000.00;2433.50
0.00;100.00
1000.00;225.00
152000.00;887.05
9000.00;306.20
0.00;200.00
0.00;160.00
90825.00;1150.80
44300.00;677.00
4500.00;265.00
20000.00;367.25
0.00;3810.14
117075.00;751.95
0.00;0.00
100000.00;1243.50
0.00;210.00
3000.00;225.00
3000.00;225.00
0.00;190.00
61500.00;852.10
0.00;200.00
1000.00;280.00
146000.00;1717.30
16500.00;191.80
0.00;320.00
2000.00;225.00
20570.00;429.80
1.00;170.00
103308.00;1284.70
0.00;420.00
0.00;2600.00
69170.00;464.75
76000.00;1156.30
40000.00;625.50
0.00;936.32
0.00;240.00
17500.00;398.90
0.00;170.00
115000.00;1398.00
0.00;200.00
38605.00;305.10
10500.00;326.80
5000.00;265.00
200000.00;2273.50
243000.00;2716.40
0.00;160.00
63000.00;862.40
25500.00;238.15
130000.00;1552.50
0.00;0.00
15800.00;186.65
148000.00;1737.90
16575.00;388.60
24000.00;460.70
10276.00;486.80
0.00;160.00
37000.00;564.60
4000.00;245.00
0.00;160.00
0.00;160.00
12000.00;337.10
30000.00;522.50
80000.00;1037.50
93500.00;1181.70
0.00;390.00
25000.00;631.00
138000.00;1634.90
74400.00;986.00
19620.00;419.50
500.00;225.00
0.00;0.00
30000.00;522.50
69000.00;1084.20
12800.00;507.40
3000.00;225.00
20000.00;419.50
0.00;260.00
0.00;170.00
10000.00;286.50
654220.00;7015.00
0.00;170.00
33000.00;553.40
90000.00;1110.50
0.00;180.00
29765.00;682.50
54690.00;780.00
0.00;160.00
32000.00;543.10
0.00;100.00
3850.00;245.00
2090780.00;21880.80
0.00;240.00
8000.00;145.45
0.00;170.00
0.00;260.00
0.00;200.00
0.00;0.00
9000.00;306.20
5964166.00;61653.00
40000.00;625.50
2000.00;225.00
55000.00;910.00
65000.00;883.00
93000.00;1171.40
214256.00;2428.00
125000.00;1716.00
120000.00;1449.50
87000.00;1109.60
8000.00;145.45
59820.00;991.50
117660.00;1428.90
75000.00;986.00
1860.00;225.00
37378.00;604.90
314256.00;3458.00
5058829.00;52321.20
20000.00;207.25
22000.00;440.10
33500.00;307.43
34875.00;574.00
117000.00;1418.60
0.00;0.00
155920.00;1820.30
0.00;160.00
2924349.00;30341.00
0.00;0.00
2500.00;225.00
3785.00;215.00
0.00;6382.00
28000.00;501.90
80000.00;1197.50
50000.00;919.27
0.00;160.00
4111.00;235.00
862817.00;9102.40
63700.00;872.70
0.00;160.00
0.00;160.00
6000.00;275.30
39000.00;615.20
27000.00;491.60
30300.00;532.80
265000.00;1509.00
15000.00;368.00
27000.00;491.60
425500.00;4601.30
140400.00;1665.80
162525.00;1892.40
16800.00;191.80
526136.00;5641.60
20100.00;429.80
247209.00;2767.90
62110.00;862.40
93000.00;1171.40
541000.00;5785.80
79520.00;556.25
90000.00;1140.50
80000.00;1007.50
3000.00;225.00
221110.00;2500.10
4500.00;130.00
260000.00;2891.50
0.00;170.00
10000.00;316.50
3785.00;215.00
1.00;225.00
22000.00;440.10
50000.00;728.50
0.00;100.00
20000.00;474.50
18810.00;569.20
189585.00;2170.50
1000.00;225.00
47500.00;707.90
3000.00;225.00
0.00;260.00
1000000.00;10513.50
300000.00;3303.50
30000.00;258.75
26000.00;481.30
50000.00;728.50
